date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:46:46	8086/8086	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Sep%202022%2007:42:36%20GMT	https://nerofxinvest.com/home/images/nerofxinvest.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/nerofxinvest.png	(from https://nerofxinvest.com/)
01:46:46	59292/59292	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:47%20GMT	https://nerofxinvest.com/about	C:/Web_designing/second_clone_training/nerofxinvest.com/about.html	(from https://nerofxinvest.com/)
01:46:47	45769/45769	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:47%20GMT	https://nerofxinvest.com/faq	C:/Web_designing/second_clone_training/nerofxinvest.com/faq.html	(from https://nerofxinvest.com/)
01:46:47	30426/30426	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:48%20GMT	https://nerofxinvest.com/contact	C:/Web_designing/second_clone_training/nerofxinvest.com/contact.html	(from https://nerofxinvest.com/)
01:46:48	41948/41948	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:48%20GMT	https://nerofxinvest.com/plans	C:/Web_designing/second_clone_training/nerofxinvest.com/plans.html	(from https://nerofxinvest.com/)
01:46:49	41535/41535	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:49%20GMT	https://nerofxinvest.com/services	C:/Web_designing/second_clone_training/nerofxinvest.com/services.html	(from https://nerofxinvest.com/)
01:46:49	31125/31125	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:50%20GMT	https://nerofxinvest.com/buy-btc	C:/Web_designing/second_clone_training/nerofxinvest.com/buy-btc.html	(from https://nerofxinvest.com/)
01:46:49	43900/43900	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:50%20GMT	https://nerofxinvest.com/terms	C:/Web_designing/second_clone_training/nerofxinvest.com/terms.html	(from https://nerofxinvest.com/)
01:46:50	6806/6806	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:50%20GMT	https://nerofxinvest.com/auth/login	C:/Web_designing/second_clone_training/nerofxinvest.com/auth/login.html	(from https://nerofxinvest.com/)
01:46:50	8441/8441	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:51%20GMT	https://nerofxinvest.com/auth/register	C:/Web_designing/second_clone_training/nerofxinvest.com/auth/register.html	(from https://nerofxinvest.com/)
01:46:51	62/62	---M--	200	added ('OK')	image/gif	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-lazy.gif	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-lazy.gif	(from https://nerofxinvest.com/)
01:46:51	16048/16048	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/coins/btc.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/coins/btc.png	(from https://nerofxinvest.com/)
01:46:52	150094/150094	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/ice.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/ice.jpg	(from https://nerofxinvest.com/)
01:46:52	383/383	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-7-symbol-1.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-7-symbol-1.svg	(from https://nerofxinvest.com/)
01:46:52	1500/1500	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-7-symbol-2.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-7-symbol-2.svg	(from https://nerofxinvest.com/)
01:46:52	1150/1150	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-7-symbol-3.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-7-symbol-3.svg	(from https://nerofxinvest.com/)
01:46:53	978/978	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-7-symbol-4.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-7-symbol-4.svg	(from https://nerofxinvest.com/)
01:46:53	50460/50460	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Sep%202022%2008:40:58%20GMT	https://nerofxinvest.com/home/img/in-equity-12-mockup.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-12-mockup.png	(from https://nerofxinvest.com/)
01:46:54	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:46:54%20GMT	https://nerofxinvest.com/index38cd?a=faq	C:/Web_designing/second_clone_training/nerofxinvest.com/index38cd38cd	(from https://nerofxinvest.com/)
01:46:54	34205/34205	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/blockit/in-card-background-1.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/blockit/in-card-background-1.jpg	(from https://nerofxinvest.com/)
01:46:54	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:46:55%20GMT	https://nerofxinvest.com/home/img/in-equity-11-bg.jpeg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-11-bg.jpeg	(from https://nerofxinvest.com/)
01:46:55	1870/1870	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-11-icon-1.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-11-icon-1.svg	(from https://nerofxinvest.com/)
01:46:55	2208/2208	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-11-icon-2.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-11-icon-2.svg	(from https://nerofxinvest.com/)
01:46:55	1237/1237	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-11-icon-3.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-11-icon-3.svg	(from https://nerofxinvest.com/)
01:46:55	2326/2326	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-11-icon-4.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-11-icon-4.svg	(from https://nerofxinvest.com/)
01:46:56	2803/2803	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-11-icon-5.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-11-icon-5.svg	(from https://nerofxinvest.com/)
01:46:56	1416/1416	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/in-equity-11-icon-6.svg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-11-icon-6.svg	(from https://nerofxinvest.com/)
01:46:56	19881/19881	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/coins/eth.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/coins/eth.png	(from https://nerofxinvest.com/)
01:46:56	8713/8713	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/coins/ltc.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/coins/ltc.png	(from https://nerofxinvest.com/)
01:46:57	69679/69679	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/coins/usdt.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/coins/usdt.png	(from https://nerofxinvest.com/)
01:46:57	19926/19926	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/coins/xrp.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/coins/xrp.png	(from https://nerofxinvest.com/)
01:46:58	45769/45769	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:58%20GMT	https://nerofxinvest.com/faqs	C:/Web_designing/second_clone_training/nerofxinvest.com/faqs.html	(from https://nerofxinvest.com/)
01:46:58	283202/283202	---M--	200	added ('OK')	image/jpeg	date:Sat,%2001%20Oct%202022%2021:01:48%20GMT	https://nerofxinvest.com/home/img/nerofxcert.jpeg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/nerofxcert.jpg	(from https://nerofxinvest.com/)
01:46:59	33215/33215	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:46:59%20GMT	https://nerofxinvest.com/privacy	C:/Web_designing/second_clone_training/nerofxinvest.com/privacy.html	(from https://nerofxinvest.com/)
01:46:59	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/js/jquery-3.6.0.min.js	C:/Web_designing/second_clone_training/nerofxinvest.com/home/js/jquery-3.6.0.min.js	(from https://nerofxinvest.com/)
01:46:59	19557/19557	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/js/vendors/utilities.min.js	C:/Web_designing/second_clone_training/nerofxinvest.com/home/js/vendors/utilities.min.js	(from https://nerofxinvest.com/)
01:46:59	3561/3561	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/js/vendors/trading-widget.min.js	C:/Web_designing/second_clone_training/nerofxinvest.com/home/js/vendors/trading-widget.min.js	(from https://nerofxinvest.com/)
01:47:00	1319/1319	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/js/vendors/market-plugin.min.js	C:/Web_designing/second_clone_training/nerofxinvest.com/home/js/vendors/market-plugin.min.js	(from https://nerofxinvest.com/)
01:47:00	22786/22786	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/js/vendors/particles.min.js	C:/Web_designing/second_clone_training/nerofxinvest.com/home/js/vendors/particles.min.js	(from https://nerofxinvest.com/)
01:47:00	2659/2659	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/js/config-particles.js	C:/Web_designing/second_clone_training/nerofxinvest.com/home/js/config-particles.js	(from https://nerofxinvest.com/)
01:47:01	3743/3743	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/js/config-theme.js	C:/Web_designing/second_clone_training/nerofxinvest.com/home/js/config-theme.js	(from https://nerofxinvest.com/)
01:47:01	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:47:02%20GMT	https://nerofxinvest.com/eth.png	C:/Web_designing/second_clone_training/nerofxinvest.com/eth.png	(from https://nerofxinvest.com/)
01:47:02	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:47:02%20GMT	https://nerofxinvest.com/ap.png	C:/Web_designing/second_clone_training/nerofxinvest.com/ap.png	(from https://nerofxinvest.com/)
01:47:02	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:47:03%20GMT	https://nerofxinvest.com/dash.png	C:/Web_designing/second_clone_training/nerofxinvest.com/dash.png	(from https://nerofxinvest.com/)
01:47:03	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:47:03%20GMT	https://nerofxinvest.com/gg.png	C:/Web_designing/second_clone_training/nerofxinvest.com/gg.png	(from https://nerofxinvest.com/)
01:47:03	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:47:04%20GMT	https://nerofxinvest.com/xrp.png	C:/Web_designing/second_clone_training/nerofxinvest.com/xrp.png	(from https://nerofxinvest.com/)
01:47:04	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:47:04%20GMT	https://nerofxinvest.com/es.png	C:/Web_designing/second_clone_training/nerofxinvest.com/es.png	(from https://nerofxinvest.com/)
01:47:04	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:47:05%20GMT	https://nerofxinvest.com/ltc.png	C:/Web_designing/second_clone_training/nerofxinvest.com/ltc.png	(from https://nerofxinvest.com/)
01:47:04	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:47:05%20GMT	https://nerofxinvest.com/ms.png	C:/Web_designing/second_clone_training/nerofxinvest.com/ms.png	(from https://nerofxinvest.com/)
01:47:05	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Tue,%2027%20Jun%202023%2000:47:05%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Web_designing/second_clone_training/translate.google.com/translate_a/element.39a0d8.delayed	(from https://nerofxinvest.com/)
01:47:06	134/134	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Jun%202023%2000:47:07%20GMT	http://code.tidio.co/39xy1faan2fodypi8jymfd9jehbqqnwh.js	C:/Web_designing/second_clone_training/code.tidio.co/39xy1faan2fodypi8jymfd9jehbqqnwh.3b.delayed	(from https://nerofxinvest.com/)
01:47:06	87138/87138	---MC-	200	added ('OK')	text/javascript	date:Tue,%2027%20Jun%202023%2000:47:06%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/Web_designing/second_clone_training/translate.google.com/translate_a/elementa0d8.js	(from https://nerofxinvest.com/)
01:47:08	15956/15956	---M--	200	added ('OK')	font/woff	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/fonts/archivo-v9-latin-700.woff	C:/Web_designing/second_clone_training/nerofxinvest.com/home/fonts/archivo-v9-latin-700.woff	(from https://nerofxinvest.com/home/css/style.css)
01:48:28	48204/48204	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/blockit/in-gallery-image-1.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/blockit/in-gallery-image-1.jpg	(from https://nerofxinvest.com/about)
01:49:00	22445/22445	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/blockit/in-gallery-image-3.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/blockit/in-gallery-image-3.jpg	(from https://nerofxinvest.com/about)
01:49:01	23780/23780	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/blockit/in-gallery-image-4.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/blockit/in-gallery-image-4.jpg	(from https://nerofxinvest.com/about)
01:49:01	42655/42655	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/blockit/in-gallery-image-5.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/blockit/in-gallery-image-5.jpg	(from https://nerofxinvest.com/about)
01:49:02	58114/58114	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/blockit/in-gallery-image-6.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/blockit/in-gallery-image-6.jpg	(from https://nerofxinvest.com/about)
01:49:02	7483/7483	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/img/blockit/in-content-10-image.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/blockit/in-content-10-image.png	(from https://nerofxinvest.com/about)
01:49:03	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:49:03%20GMT	https://nerofxinvest.com/home/img/in-equity-11-bg.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/img/in-equity-11-bg.jpg	(from https://nerofxinvest.com/about)
01:49:04	29206/29206	---M--	200	added ('OK')	text/javascript	etag:%22ada6ad3804b88fdf073838a615b6c929%22	https://s3.tradingview.com/tv.js	C:/Web_designing/second_clone_training/s3.tradingview.com/tv.js	(from https://nerofxinvest.com/faq)
01:49:04	4694/4694	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Jun%202023%2000:49:04%20GMT	https://nerofxinvest.com/cdn-cgi/l/email-protection	C:/Web_designing/second_clone_training/nerofxinvest.com/cdn-cgi/l/email-protection.html	(from https://nerofxinvest.com/contact)
01:49:04	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264941465-4d7%22	https://nerofxinvest.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Web_designing/second_clone_training/nerofxinvest.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://nerofxinvest.com/contact)
01:49:04	63715/63715	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/8.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/8.jpg	(from https://nerofxinvest.com/services)
01:49:06	82990/82990	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/5.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/5.jpg	(from https://nerofxinvest.com/services)
01:49:06	95834/95834	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/9.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/9.jpg	(from https://nerofxinvest.com/services)
01:49:06	89837/89837	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/1.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/1.jpg	(from https://nerofxinvest.com/services)
01:49:07	131523/131523	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/3.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/3.jpg	(from https://nerofxinvest.com/services)
01:49:07	46842/46842	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/4.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/4.jpg	(from https://nerofxinvest.com/services)
01:49:08	682984/682984	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/2.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/2.png	(from https://nerofxinvest.com/services)
01:49:08	211266/211266	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/6.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/6.jpg	(from https://nerofxinvest.com/services)
01:49:09	2457/2457	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2013:27:16%20GMT	https://nerofxinvest.com/home/serv/stock.html	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/stock.html	(from https://nerofxinvest.com/services)
01:49:09	6609/6609	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jun%202023%2000:49:10%20GMT	https://nerofxinvest.com/_img/blockit/in-team-background-1.html	C:/Web_designing/second_clone_training/nerofxinvest.com/_img/blockit/in-team-background-1.html	(from https://nerofxinvest.com/buy-btc)
01:49:09	846980/846980	---M--	200	added ('OK')	image/jpeg	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/serv/7.jpg	C:/Web_designing/second_clone_training/nerofxinvest.com/home/serv/7.jpg	(from https://nerofxinvest.com/services)
01:49:09	31428/31428	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/exchenger-1.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/exchenger-1.png	(from https://nerofxinvest.com/buy-btc)
01:49:10	32381/32381	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/exchenger-2.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/exchenger-2.png	(from https://nerofxinvest.com/buy-btc)
01:49:10	33200/33200	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/exchenger-4.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/exchenger-4.png	(from https://nerofxinvest.com/buy-btc)
01:49:10	31954/31954	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Jul%202022%2007:33:06%20GMT	https://nerofxinvest.com/home/images/exchenger-3.png	C:/Web_designing/second_clone_training/nerofxinvest.com/home/images/exchenger-3.png	(from https://nerofxinvest.com/buy-btc)
01:49:11	1761/1761	---M--	200	added ('OK')	image/png	date:Thu,%2013%20May%202021%2001:52:58%20GMT	https://nerofxinvest.com/dashboard/user/images/favicon-32x32.png	C:/Web_designing/second_clone_training/nerofxinvest.com/dashboard/user/images/favicon-32x32.png	(from https://nerofxinvest.com/auth/login)
01:49:11	2964/2964	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Feb%202021%2019:11:20%20GMT	https://nerofxinvest.com/dashboard/user/plugins/simplebar/css/simplebar.css	C:/Web_designing/second_clone_training/nerofxinvest.com/dashboard/user/plugins/simplebar/css/simplebar.css	(from https://nerofxinvest.com/auth/login)
01:49:11	1819/1819	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Feb%202021%2019:31:40%20GMT	https://nerofxinvest.com/dashboard/user/plugins/perfect-scrollbar/css/perfect-scrollbar.css	C:/Web_designing/second_clone_training/nerofxinvest.com/dashboard/user/plugins/perfect-scrollbar/css/perfect-scrollbar.css	(from https://nerofxinvest.com/auth/login)
01:49:12	1929/1929	---M-Z	200	added ('OK')	text/css	date:Mon,%2016%20Nov%202020%2019:51:24%20GMT	https://nerofxinvest.com/dashboard/user/plugins/metismenu/css/metisMenu.min.css	C:/Web_designing/second_clone_training/nerofxinvest.com/dashboard/user/plugins/metismenu/css/metisMenu.min.css	(from https://nerofxinvest.com/auth/login)
01:49:12	1738/1738	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Feb%202021%2019:22:36%20GMT	https://nerofxinvest.com/dashboard/user/css/pace.min.css	C:/Web_designing/second_clone_training/nerofxinvest.com/dashboard/user/css/pace.min.css	(from https://nerofxinvest.com/auth/login)
01:49:13	12293/12293	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2003%20Feb%202021%2019:27:36%20GMT	https://nerofxinvest.com/dashboard/user/js/pace.min.js	C:/Web_designing/second_clone_training/nerofxinvest.com/dashboard/user/js/pace.min.js	(from https://nerofxinvest.com/auth/login)
01:49:13	177413/177413	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Mar%202021%2020:20:50%20GMT	https://nerofxinvest.com/dashboard/user/css/bootstrap.min.css	C:/Web_designing/second_clone_training/nerofxinvest.com/dashboard/user/css/bootstrap.min.css	(from https://nerofxinvest.com/auth/login)
